PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE
248458;Monitor para jogos 4K de 27 polegadas;1;2008,44;24/06/2023 20:34;Campinas;30301
248459;Cabo de carregamento USB-C;2;61,54;09/03/2023 15:42;Manaus;10001
248460;Cabo de carregamento USB-C;1;61,54;06/11/2022 22:34;Florianópolis;75001
248461;Baterias AAA (pacote com 4);1;15,39;03/02/2023 06:47;Fortaleza;94016
248462;Cabo de carregamento Lightning;2;76,99;20/03/2023 14:54;São Paulo;90001
248463;Cabo de carregamento USB-C;1;61,54;31/08/2023 15:52;Manaus;10001
248464;Cabo de carregamento USB-C;1;61,54;08/09/2023 04:32;Salvador;2215
248465;Fones de ouvido Apple Airpods;1;772,5;01/05/2023 14:10;Florianópolis;75001
248466;Fones de ouvido com fio;1;61,74;11/06/2023 11:14;Belo Horizonte;98101
248467;Cabo de carregamento USB-C;1;61,54;17/11/2022 02:06;Florianópolis;75001
248468;Pilhas AA (pacote com 4);1;19,77;06/02/2023 14:19;São Paulo;90001
248469;Fones de ouvido Bose SoundSport;1;514,94;06/07/2023 03:02;Fortaleza;94016
248470;Cabo de carregamento USB-C;1;61,54;08/12/2022 11:05;Rio de Janeiro;73301
248471;iPhone;1;9890;12/07/2023 10:51;Rio de Janeiro;73301
248472;Monitor de 20 polegadas;1;566,44;26/03/2023 19:28;Salvador;2215
248473;Cabo de carregamento USB-C;1;61,54;21/09/2023 12:58;Fortaleza;94016
248474;Monitor FHD de 27 polegadas;1;772,44;17/01/2023 07:25;São Paulo;90001
248475;Pilhas AA (pacote com 4);1;19,77;30/06/2023 13:04;São Paulo;90001
248476;Pilhas AA (pacote com 4);1;19,77;25/12/2022 05:56;Fortaleza;94016
248477;Cabo de carregamento USB-C;1;61,54;02/04/2023 13:39;Florianópolis;75001
248478;Monitor ultralargo de 34 pol.;1;1956,94;07/05/2023 11:31;Campinas;30301
248479;Fones de ouvido com fio;1;61,74;29/07/2023 23:09;São Paulo;90001
248480;Fones de ouvido Bose SoundSport;1;514,94;25/06/2023 10:09;Fortaleza;94016
248481;Pilhas AA (pacote com 4);1;19,77;24/11/2022 05:12;Fortaleza;94016
248482;Pilhas AA (pacote com 4);1;19,77;12/08/2023 20:31;Florianópolis;75001
248483;Monitor para jogos 4K de 27 polegadas;1;2008,44;13/03/2023 09:56;São Paulo;90001
248484;Laptop ThinkPad;1;5149,94;27/02/2023 10:13;Belo Horizonte;98101
248485;Baterias AAA (pacote com 4);1;15,39;27/05/2023 16:11;Manaus;10001
248486;Fones de ouvido com fio;1;61,74;18/02/2023 21:26;Campinas;30301
248487;Pilhas AA (pacote com 4);2;19,77;19/10/2022 20:58;Rio de Janeiro;73301
248488;Cabo de carregamento Lightning;1;76,99;23/12/2022 15:18;Manaus;10001
248489;Cabo de carregamento Lightning;1;76,99;27/11/2022 07:02;Fortaleza;94016
248490;Cabo de carregamento USB-C;1;61,54;08/08/2023 07:27;São Paulo;90001
248491;Monitor ultralargo de 34 pol.;1;1956,94;20/03/2023 06:08;Fortaleza;94016
248492;Fones de ouvido Apple Airpods;1;772,5;25/05/2023 23:08;Fortaleza;94016
248493;Monitor de 20 polegadas;1;566,44;04/10/2023 00:08;Campinas;30301
248494;Fones de ouvido Bose SoundSport;1;514,94;26/05/2023 16:45;Fortaleza;94016
248495;Cabo de carregamento Lightning;1;76,99;30/05/2023 18:17;Fortaleza;94016
248496;Pilhas AA (pacote com 4);1;19,77;28/11/2022 15:08;Fortaleza;94016
248497;Baterias AAA (pacote com 4);1;15,39;17/04/2023 11:32;Salvador;2215
248498;Pilhas AA (pacote com 4);1;19,77;22/01/2023 11:46;Salvador;2215
248499;Cabo de carregamento Lightning;2;76,99;29/04/2023 17:44;Belo Horizonte;98101
248500;Fones de ouvido Bose SoundSport;1;514,94;06/03/2023 09:49;Fortaleza;94016
248501;Laptop ThinkPad;1;5149,94;24/03/2023 07:48;São Paulo;90001
248502;Baterias AAA (pacote com 4);1;15,39;20/07/2023 17:18;Salvador;2215
248503;Cabo de carregamento Lightning;1;76,99;28/06/2023 07:24;Manaus;10001
248504;Fones de ouvido com fio;1;61,74;10/01/2023 07:29;São Paulo;90001
248505;Fones de ouvido Apple Airpods;1;772,5;18/03/2023 06:43;Manaus;10001
248506;TV de tela plana;1;1545;25/12/2022 12:54;Fortaleza;94016
248507;Fones de ouvido Apple Airpods;1;772,5;23/04/2023 18:20;Rio de Janeiro;73301
248508;Fones de ouvido Bose SoundSport;1;514,94;27/04/2023 15:16;Fortaleza;94016
248509;Cabo de carregamento USB-C;1;61,54;04/03/2023 16:33;Belo Horizonte;98101
248510;Pilhas AA (pacote com 4);1;19,77;15/09/2023 22:52;Manaus;10001
248511;Cabo de carregamento Lightning;1;76,99;17/05/2023 09:00;Belo Horizonte;98101
248512;Laptop Macbook Pro;1;8755;08/05/2023 02:19;Manaus;10001
248513;Baterias AAA (pacote com 4);3;15,39;07/08/2023 15:43;São Paulo;90001
248514;Fones de ouvido com fio;1;61,74;09/03/2023 10:28;Fortaleza;94016
248515;Telefone Motorola X;1;2060;30/05/2023 12:18;São Paulo;90001
248516;Baterias AAA (pacote com 4);1;15,39;03/02/2023 13:11;São Paulo;90001
248517;Cabo de carregamento USB-C;1;61,54;20/08/2023 11:07;Fortaleza;94016
248518;Baterias AAA (pacote com 4);1;15,39;07/08/2023 13:41;Fortaleza;94016
248519;Cabo de carregamento Lightning;1;76,99;27/12/2022 18:19;Campinas;30301
248520;Monitor FHD de 27 polegadas;1;772,44;28/07/2023 11:58;Salvador;2215
248521;Monitor para jogos 4K de 27 polegadas;1;2008,44;28/07/2023 08:48;São Paulo;90001
248522;Fones de ouvido Apple Airpods;1;772,5;09/02/2023 11:40;Florianópolis;75001
248523;Fones de ouvido Apple Airpods;1;772,5;13/06/2023 11:11;Fortaleza;94016
248524;Pilhas AA (pacote com 4);1;19,77;15/12/2022 11:40;São Paulo;90001
248525;Monitor FHD de 27 polegadas;1;772,44;09/09/2023 06:53;Fortaleza;94016
248526;Fones de ouvido Apple Airpods;1;772,5;17/04/2023 00:51;Bahia;97035
248527;Monitor FHD de 27 polegadas;1;772,44;09/01/2023 21:56;São Paulo;90001
248528;Fones de ouvido com fio;1;61,74;13/11/2022 22:04;Manaus;10001
248529;Cabo de carregamento USB-C;1;61,54;16/01/2023 17:55;São Paulo;90001
248530;Fones de ouvido com fio;1;61,74;13/03/2023 10:48;Rio de Janeiro;73301
248531;Xiaomi Redmi 10;1;3090;27/07/2023 15:33;Florianópolis;75001
248531;Fones de ouvido Bose SoundSport;1;514,94;27/05/2023 15:43;Florianópolis;75001
248532;Monitor FHD de 27 polegadas;1;772,44;17/03/2023 02:53;Rio de Janeiro;73301
248533;Fones de ouvido Bose SoundSport;1;514,94;11/12/2022 16:11;São Paulo;90001
248534;Baterias AAA (pacote com 4);1;15,39;17/08/2023 08:10;Campinas;30301
248535;Monitor ultralargo de 34 pol.;1;1956,94;22/09/2023 12:30;Fortaleza;94016
248536;Pilhas AA (pacote com 4);2;19,77;25/04/2023 02:19;Florianópolis;75001
248537;Pilhas AA (pacote com 4);2;19,77;18/03/2023 17:08;Rio de Janeiro;73301
248538;Cabo de carregamento USB-C;1;61,54;31/03/2023 12:26;São Paulo;90001
248539;Monitor para jogos 4K de 27 polegadas;1;2008,44;10/01/2023 07:42;Bahia;4101
248540;Baterias AAA (pacote com 4);1;15,39;20/12/2022 12:22;Fortaleza;94016
248541;Monitor para jogos 4K de 27 polegadas;1;2008,44;11/02/2023 18:41;Manaus;10001
248542;Pilhas AA (pacote com 4);2;19,77;10/04/2023 19:59;Salvador;2215
248543;Baterias AAA (pacote com 4);1;15,39;19/09/2023 14:10;Florianópolis;75001
248544;Laptop Macbook Pro;1;8755;20/03/2023 23:49;São Paulo;90001
248545;iPhone;1;9890;30/11/2022 19:39;Fortaleza;94016
248546;Cabo de carregamento USB-C;1;61,54;30/08/2023 11:46;Fortaleza;94016
248547;Fones de ouvido Apple Airpods;1;772,5;10/11/2022 15:45;São Paulo;90001
248548;Baterias AAA (pacote com 4);1;15,39;21/04/2023 00:59;Bahia;4101
248549;Laptop ThinkPad;1;5149,94;11/10/2023 04:52;Manaus;10001
248550;Monitor FHD de 27 polegadas;1;772,44;21/05/2023 21:33;Fortaleza;94016
248551;Baterias AAA (pacote com 4);1;15,39;30/06/2023 13:30;Manaus;10001
248552;Pilhas AA (pacote com 4);1;19,77;25/12/2022 23:33;Bahia;97035
248553;Cabo de carregamento USB-C;1;61,54;29/07/2023 06:34;Campinas;30301
248554;Cabo de carregamento Lightning;1;76,99;16/07/2023 04:40;Campinas;30301
248555;Fones de ouvido Bose SoundSport;1;514,94;02/08/2023 17:07;Bahia;97035
248556;Fones de ouvido Apple Airpods;1;772,5;26/12/2022 02:11;Salvador;2215
248557;Fones de ouvido Bose SoundSport;1;514,94;25/12/2022 05:34;São Paulo;90001
248558;Monitor ultralargo de 34 pol.;1;1956,94;10/03/2023 18:26;Fortaleza;94016
248559;Fones de ouvido Bose SoundSport;1;514,94;22/03/2023 05:47;Belo Horizonte;98101
248560;Xiaomi Redmi 10;1;3090;02/09/2023 05:44;São Paulo;90001
248561;Pilhas AA (pacote com 4);2;19,77;17/06/2023 15:53;Manaus;10001
248562;Fones de ouvido Bose SoundSport;1;514,94;05/12/2022 12:28;Campinas;30301
248563;TV de tela plana;1;1545;10/07/2023 00:52;Fortaleza;94016
248564;Pilhas AA (pacote com 4);1;19,77;30/09/2023 18:39;Belo Horizonte;98101
248565;Baterias AAA (pacote com 4);2;15,39;28/12/2022 02:52;Fortaleza;94016
248566;Fones de ouvido com fio;1;61,74;07/10/2023 15:40;Manaus;10001
248567;Cabo de carregamento Lightning;1;76,99;08/11/2022 20:08;Fortaleza;94016
248568;Fones de ouvido com fio;1;61,74;16/07/2023 17:01;Campinas;30301
248569;Cabo de carregamento Lightning;1;76,99;29/04/2023 03:56;Manaus;10001
248570;Baterias AAA (pacote com 4);1;15,39;18/11/2022 00:17;Manaus;10001
248571;Baterias AAA (pacote com 4);2;15,39;18/11/2022 11:58;Rio de Janeiro;73301
248572;Fones de ouvido Bose SoundSport;1;514,94;22/06/2023 15:19;Fortaleza;94016
248573;Cabo de carregamento USB-C;1;61,54;12/04/2023 17:48;Fortaleza;94016
248574;Baterias AAA (pacote com 4);1;15,39;06/10/2023 02:55;Manaus;10001
248575;Cabo de carregamento Lightning;1;76,99;25/12/2022 04:29;Bahia;97035
248576;Cabo de carregamento USB-C;2;61,54;06/09/2023 15:04;São Paulo;90001
248577;Monitor para jogos 4K de 27 polegadas;1;2008,44;23/02/2023 18:37;Fortaleza;94016
248578;Fones de ouvido com fio;1;61,74;22/01/2023 16:14;Fortaleza;94016
248579;Cabo de carregamento Lightning;1;76,99;15/11/2022 20:45;Belo Horizonte;98101
248580;Fones de ouvido Apple Airpods;1;772,5;14/10/2022 11:12;São Paulo;90001
248581;Baterias AAA (pacote com 4);1;15,39;18/02/2023 18:40;Manaus;10001
248582;Fones de ouvido Apple Airpods;1;772,5;06/12/2022 14:08;Belo Horizonte;98101
248583;Laptop Macbook Pro;1;8755;10/07/2023 16:58;Salvador;2215
248584;Fones de ouvido com fio;1;61,74;05/10/2023 11:40;São Paulo;90001
248585;Fones de ouvido Apple Airpods;1;772,5;19/11/2022 20:56;Florianópolis;75001
248586;Fones de ouvido com fio;1;61,74;01/07/2023 14:20;São Paulo;90001
248587;Baterias AAA (pacote com 4);1;15,39;19/03/2023 12:07;Belo Horizonte;98101
248588;Cabo de carregamento USB-C;1;61,54;25/10/2022 23:16;Fortaleza;94016
248589;Monitor ultralargo de 34 pol.;1;1956,94;09/06/2023 13:13;Belo Horizonte;98101
248590;Cabo de carregamento Lightning;1;76,99;06/06/2023 17:14;São Paulo;90001
248591;Fones de ouvido Bose SoundSport;1;514,94;27/11/2022 07:44;Rio de Janeiro;73301
248592;Monitor para jogos 4K de 27 polegadas;1;2008,44;14/05/2023 13:52;Salvador;2215
248592;Pilhas AA (pacote com 4);1;19,77;03/10/2023 00:50;Salvador;2215
248593;Monitor FHD de 27 polegadas;1;772,44;27/04/2023 01:26;Salvador;2215
248594;Fones de ouvido Bose SoundSport;1;514,94;20/03/2023 08:01;Manaus;10001
248595;Telefone Motorola X;1;2060;16/06/2023 02:28;Belo Horizonte;98101
248596;Fones de ouvido Bose SoundSport;1;514,94;15/12/2022 19:57;Fortaleza;94016
248597;Baterias AAA (pacote com 4);3;15,39;15/12/2022 13:06;Salvador;2215
248598;Fones de ouvido Bose SoundSport;1;514,94;02/06/2023 09:29;Bahia;97035
248599;Fones de ouvido Apple Airpods;1;772,5;30/03/2023 15:46;Manaus;10001
248600;Fones de ouvido Bose SoundSport;1;514,94;23/03/2023 06:42;Rio de Janeiro;73301
248601;Monitor de 20 polegadas;1;566,44;06/12/2022 03:21;Salvador;2215
248602;Monitor ultralargo de 34 pol.;1;1956,94;24/06/2023 15:20;Fortaleza;94016
248603;Cabo de carregamento USB-C;1;61,54;06/10/2023 11:51;São Paulo;90001
248604;Laptop ThinkPad;1;5149,94;06/02/2023 12:12;Belo Horizonte;98101
248605;Fones de ouvido Apple Airpods;1;772,5;19/06/2023 09:35;Manaus;10001
248606;Fones de ouvido Bose SoundSport;1;514,94;22/12/2022 13:40;Rio de Janeiro;73301
248607;Pilhas AA (pacote com 4);1;19,77;28/04/2023 10:27;Manaus;10001
248608;Cabo de carregamento Lightning;1;76,99;05/03/2023 03:31;Salvador;2215
248609;TV de tela plana;1;1545;14/01/2023 15:46;Fortaleza;94016
248610;Fones de ouvido com fio;1;61,74;06/10/2023 03:22;Campinas;30301
248611;Xiaomi Redmi 10;1;3090;12/02/2023 13:44;Manaus;10001
248612;Laptop Macbook Pro;1;8755;14/01/2023 19:40;Bahia;97035
248613;Cabo de carregamento Lightning;1;76,99;06/08/2023 08:07;Bahia;97035
248614;iPhone;1;9890;29/09/2023 03:53;São Paulo;90001
248615;Fones de ouvido Bose SoundSport;1;514,94;03/06/2023 23:18;São Paulo;90001
248616;iPhone;1;9890;14/03/2023 05:53;Fortaleza;94016
248616;Fones de ouvido Apple Airpods;1;772,5;19/08/2023 12:07;Fortaleza;94016
248617;Laptop ThinkPad;1;5149,94;02/05/2023 23:11;Manaus;10001
248618;Fones de ouvido com fio;1;61,74;13/09/2023 03:37;Fortaleza;94016
248619;Fones de ouvido com fio;1;61,74;01/11/2022 16:06;São Paulo;90001
248620;Fones de ouvido Apple Airpods;1;772,5;26/11/2022 21:08;Bahia;4101
248621;Baterias AAA (pacote com 4);1;15,39;25/12/2022 09:41;Manaus;10001
248622;Monitor FHD de 27 polegadas;1;772,44;10/03/2023 05:10;Belo Horizonte;98101
248623;Fones de ouvido com fio;1;61,74;29/06/2023 00:54;São Paulo;90001
248624;Laptop ThinkPad;1;5149,94;19/08/2023 11:25;Manaus;10001
248625;Laptop Macbook Pro;1;8755;18/01/2023 12:00;São Paulo;90001
248626;Baterias AAA (pacote com 4);1;15,39;16/12/2022 05:19;Florianópolis;75001
248627;Pilhas AA (pacote com 4);1;19,77;14/11/2022 18:47;Campinas;30301
248628;Cabo de carregamento USB-C;1;61,54;18/03/2023 22:07;São Paulo;90001
248629;Fones de ouvido Apple Airpods;1;772,5;06/05/2023 12:59;Salvador;2215
248630;Cabo de carregamento Lightning;1;76,99;21/05/2023 16:20;Campinas;30301
248631;Laptop ThinkPad;1;5149,94;16/12/2022 10:14;Fortaleza;94016
248632;Fones de ouvido com fio;1;61,74;28/10/2022 07:00;Bahia;97035
248633;Cabo de carregamento Lightning;1;76,99;28/10/2022 07:33;Fortaleza;94016
248634;Laptop Macbook Pro;1;8755;11/11/2022 20:03;Fortaleza;94016
248635;Fones de ouvido Bose SoundSport;1;514,94;30/03/2023 03:06;Rio de Janeiro;73301
248636;Xiaomi Redmi 10;1;3090;09/11/2022 07:34;São Paulo;90001
248637;Fones de ouvido com fio;1;61,74;12/11/2022 07:41;São Paulo;90001
248638;Fones de ouvido com fio;1;61,74;02/05/2023 13:27;Manaus;10001
248639;Fones de ouvido Apple Airpods;1;772,5;31/05/2023 17:54;Manaus;10001
248640;Pilhas AA (pacote com 4);1;19,77;05/11/2022 01:04;Florianópolis;75001
248641;Fones de ouvido com fio;1;61,74;18/11/2022 06:01;Fortaleza;94016
248642;Fones de ouvido com fio;1;61,74;27/12/2022 20:19;Florianópolis;75001
248643;Cabo de carregamento Lightning;1;76,99;20/12/2022 10:56;Rio de Janeiro;73301
248644;Fones de ouvido com fio;1;61,74;12/02/2023 15:13;Fortaleza;94016
248645;Laptop ThinkPad;1;5149,94;31/07/2023 13:28;Manaus;10001
248646;Fones de ouvido Bose SoundSport;1;514,94;14/10/2022 17:47;Florianópolis;75001
248647;Baterias AAA (pacote com 4);2;15,39;08/05/2023 15:28;Fortaleza;94016
248648;iPhone;1;9890;29/05/2023 00:25;Fortaleza;94016
248649;Pilhas AA (pacote com 4);1;19,77;05/04/2023 02:47;Fortaleza;94016
248650;Fones de ouvido com fio;2;61,74;03/01/2023 13:56;São Paulo;90001
248651;Cabo de carregamento USB-C;1;61,54;17/03/2023 07:14;São Paulo;90001
248652;TV de tela plana;1;1545;23/06/2023 20:11;Belo Horizonte;98101
248653;Cabo de carregamento USB-C;2;61,54;14/09/2023 21:45;Fortaleza;94016
248654;Cabo de carregamento USB-C;1;61,54;31/08/2023 12:34;São Paulo;90001
248655;Pilhas AA (pacote com 4);2;19,77;24/07/2023 00:20;São Paulo;90001
248656;Pilhas AA (pacote com 4);1;19,77;23/08/2023 08:19;Bahia;4101
248657;Pilhas AA (pacote com 4);1;19,77;06/05/2023 17:07;Fortaleza;94016
248658;Cabo de carregamento Lightning;1;76,99;20/12/2022 01:50;Belo Horizonte;98101
248659;Cabo de carregamento Lightning;1;76,99;28/04/2023 08:25;Manaus;10001
248660;Laptop ThinkPad;1;5149,94;27/01/2023 22:56;Manaus;10001
248661;Cabo de carregamento Lightning;1;76,99;04/11/2022 13:43;Bahia;97035
248662;Baterias AAA (pacote com 4);1;15,39;17/04/2023 18:31;Fortaleza;94016
248663;Monitor FHD de 27 polegadas;1;772,44;18/08/2023 16:05;Fortaleza;94016
248664;Fones de ouvido Apple Airpods;1;772,5;29/10/2022 12:45;Manaus;10001
248665;Monitor para jogos 4K de 27 polegadas;1;2008,44;12/12/2022 13:59;São Paulo;90001
248666;Fones de ouvido com fio;1;61,74;28/09/2023 05:13;Florianópolis;75001
248667;Fones de ouvido com fio;1;61,74;28/08/2023 10:34;Bahia;4101
248668;Cabo de carregamento USB-C;1;61,54;06/02/2023 09:04;Belo Horizonte;98101
248669;TV de tela plana;1;1545;05/07/2023 20:25;Belo Horizonte;98101
248670;Fones de ouvido com fio;1;61,74;01/08/2023 15:05;São Paulo;90001
248671;Fones de ouvido com fio;1;61,74;13/04/2023 17:30;Florianópolis;75001
248672;Fones de ouvido Bose SoundSport;1;514,94;07/09/2023 20:25;São Paulo;90001
248673;Cabo de carregamento Lightning;1;76,99;15/08/2023 15:27;Belo Horizonte;98101
248674;Laptop Macbook Pro;1;8755;16/03/2023 00:49;Manaus;10001
248675;Fones de ouvido Apple Airpods;1;772,5;15/11/2022 07:36;Salvador;2215
248676;Fones de ouvido com fio;2;61,74;15/02/2023 12:20;São Paulo;90001
248677;Pilhas AA (pacote com 4);1;19,77;10/12/2022 20:51;São Paulo;90001
248678;Baterias AAA (pacote com 4);1;15,39;26/02/2023 11:51;São Paulo;90001
248679;Telefone Motorola X;1;2060;27/07/2023 03:43;Fortaleza;94016
248679;Cabo de carregamento USB-C;1;61,54;20/06/2023 05:17;Fortaleza;94016
248680;Monitor FHD de 27 polegadas;1;772,44;13/07/2023 06:33;Manaus;10001
248681;Monitor para jogos 4K de 27 polegadas;1;2008,44;27/10/2022 13:15;São Paulo;90001
248682;Laptop Macbook Pro;1;8755;01/11/2022 16:47;Salvador;2215
248683;Cabo de carregamento Lightning;1;76,99;22/10/2022 13:59;Salvador;2215
248684;Monitor ultralargo de 34 pol.;1;1956,94;24/12/2022 20:38;Manaus;10001
248685;iPhone;1;9890;18/01/2023 08:06;Fortaleza;94016
248686;Baterias AAA (pacote com 4);1;15,39;31/03/2023 05:49;Rio de Janeiro;73301
248687;Cabo de carregamento USB-C;1;61,54;08/12/2022 20:59;Fortaleza;94016
248688;Fones de ouvido com fio;1;61,74;23/08/2023 01:47;Campinas;30301
248689;Xiaomi Redmi 10;1;3090;05/10/2023 20:50;Florianópolis;75001
248690;Baterias AAA (pacote com 4);1;15,39;11/05/2023 07:40;Fortaleza;94016
248691;Fones de ouvido Apple Airpods;1;772,5;19/06/2023 20:24;Bahia;97035
248692;Laptop ThinkPad;1;5149,94;18/04/2023 08:10;São Paulo;90001
248693;Fones de ouvido Bose SoundSport;1;514,94;03/05/2023 14:38;São Paulo;90001
248694;Cabo de carregamento USB-C;1;61,54;23/09/2023 10:25;Salvador;2215
248695;Fones de ouvido Bose SoundSport;1;514,94;01/12/2022 02:41;Salvador;2215
248696;Xiaomi Redmi 10;1;3090;18/08/2023 17:31;Campinas;30301
248697;Fones de ouvido Bose SoundSport;1;514,94;07/12/2022 07:15;Rio de Janeiro;73301
248698;Monitor para jogos 4K de 27 polegadas;1;2008,44;17/08/2023 03:58;Rio de Janeiro;73301
248699;Xiaomi Redmi 10;1;3090;04/12/2022 02:56;Bahia;97035
248700;Baterias AAA (pacote com 4);1;15,39;16/08/2023 09:20;Campinas;30301
248701;Baterias AAA (pacote com 4);3;15,39;10/05/2023 18:21;Bahia;97035
248702;Pilhas AA (pacote com 4);1;19,77;12/09/2023 09:51;Fortaleza;94016
248703;Monitor para jogos 4K de 27 polegadas;1;2008,44;04/08/2023 17:26;Manaus;10001
248704;Fones de ouvido Bose SoundSport;1;514,94;01/06/2023 18:26;Campinas;30301
248705;Fones de ouvido com fio;1;61,74;04/03/2023 18:52;Belo Horizonte;98101
248706;Cabo de carregamento Lightning;1;76,99;03/01/2023 04:41;Florianópolis;75001
248707;Fones de ouvido com fio;1;61,74;02/01/2023 22:18;Belo Horizonte;98101
248708;Pilhas AA (pacote com 4);2;19,77;20/07/2023 18:34;São Paulo;90001
248709;Fones de ouvido com fio;1;61,74;20/01/2023 19:35;Belo Horizonte;98101
248710;Cabo de carregamento USB-C;1;61,54;29/10/2022 21:26;Rio de Janeiro;73301
248711;Cabo de carregamento USB-C;1;61,54;03/03/2023 18:27;São Paulo;90001
248712;Cabo de carregamento Lightning;1;76,99;15/07/2023 21:47;São Paulo;90001
248713;Pilhas AA (pacote com 4);1;19,77;30/06/2023 09:34;Campinas;30301
248714;Baterias AAA (pacote com 4);3;15,39;21/10/2022 22:08;Salvador;2215
248715;Fones de ouvido com fio;1;61,74;30/12/2022 21:07;São Paulo;90001
248716;Pilhas AA (pacote com 4);1;19,77;10/06/2023 18:47;Florianópolis;75001
248717;Baterias AAA (pacote com 4);1;15,39;16/09/2023 14:11;Fortaleza;94016
248718;Fones de ouvido com fio;1;61,74;21/06/2023 20:19;Manaus;10001
248719;Xiaomi Redmi 10;1;3090;17/01/2023 10:02;São Paulo;90001
248720;Pilhas AA (pacote com 4);1;19,77;06/01/2023 01:16;Salvador;2215
248721;Laptop Macbook Pro;1;8755;05/06/2023 03:33;Fortaleza;94016
248722;Fones de ouvido com fio;1;61,74;13/10/2022 08:37;Fortaleza;94016
248723;Monitor ultralargo de 34 pol.;1;1956,94;20/09/2023 11:41;São Paulo;90001
248724;Fones de ouvido Bose SoundSport;1;514,94;07/07/2023 14:44;São Paulo;90001
248725;Fones de ouvido Bose SoundSport;1;514,94;20/09/2023 15:14;São Paulo;90001
248726;Cabo de carregamento Lightning;1;76,99;18/10/2022 21:42;Manaus;10001
248727;Fones de ouvido Apple Airpods;1;772,5;18/09/2023 13:41;Bahia;4101
248727;Cabo de carregamento Lightning;1;76,99;12/03/2023 23:41;Bahia;4101
248728;Cabo de carregamento Lightning;1;76,99;26/12/2022 14:14;São Paulo;90001
248729;Fones de ouvido Apple Airpods;1;772,5;04/04/2023 07:41;Rio de Janeiro;73301
248730;Baterias AAA (pacote com 4);1;15,39;27/04/2023 21:55;Manaus;10001
248731;Cabo de carregamento Lightning;1;76,99;17/03/2023 15:45;São Paulo;90001
248731;Fones de ouvido Bose SoundSport;1;514,94;16/03/2023 04:54;São Paulo;90001
248732;Fones de ouvido Apple Airpods;1;772,5;26/04/2023 01:14;Fortaleza;94016
