PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE;MES;REFERENCIA
248426;Cabo de carregamento USB-C;2;61,54;16/07/2023 02:57;São Paulo;90001;7;202307
248427;Fones de ouvido com fio;2;61,74;17/09/2023 18:25;Fortaleza;94016;9;202309
248428;Monitor de 20 polegadas;1;566,44;16/12/2022 13:14;Fortaleza;94016;12;202212
248429;Fones de ouvido Bose SoundSport;1;514,94;25/12/2022 16:56;Belo Horizonte;98101;12;202212
248430;Fones de ouvido Apple Airpods;1;772,5;05/03/2023 22:41;Manaus;10001;3;202303
248430;Cabo de carregamento Lightning;1;76,99;23/10/2022 12:20;Manaus;10001;10;202210
248431;Cabo de carregamento Lightning;1;76,99;25/01/2023 04:37;Salvador;2215;1;202301
248432;Fones de ouvido Bose SoundSport;1;514,94;02/10/2023 17:10;São Paulo;90001;10;202310
248433;Fones de ouvido Apple Airpods;1;772,5;25/06/2023 06:46;Salvador;2215;6;202306
248434;Fones de ouvido Apple Airpods;1;772,5;07/03/2023 08:08;Salvador;2215;3;202303
248435;Laptop Macbook Pro;1;8755;05/09/2023 00:59;São Paulo;90001;9;202309
248436;Cabo de carregamento USB-C;1;61,54;15/07/2023 04:39;Fortaleza;94016;7;202307
248437;Telefone Motorola X;1;2060;12/11/2022 01:32;Fortaleza;94016;11;202211
248438;Monitor para jogos 4K de 27 polegadas;1;2008,44;09/05/2023 07:29;Bahia;97035;5;202305
248439;Fones de ouvido com fio;1;61,74;14/11/2022 21:58;Salvador;2215;11;202211
248440;Baterias AAA (pacote com 4);1;15,39;20/11/2022 04:09;Belo Horizonte;98101;11;202211
248441;Monitor para jogos 4K de 27 polegadas;1;2008,44;01/11/2022 09:00;Campinas;30301;11;202211
248442;Fones de ouvido com fio;1;61,74;26/05/2023 23:20;São Paulo;90001;5;202305
248443;Laptop Macbook Pro;1;8755;10/12/2022 13:32;Salvador;2215;12;202212
248444;Monitor ultralargo de 34 pol.;1;1956,94;05/07/2023 05:56;Manaus;10001;7;202307
248445;Pilhas AA (pacote com 4);2;19,77;07/02/2023 03:47;Manaus;10001;2;202302
248446;Baterias AAA (pacote com 4);2;15,39;18/06/2023 07:47;Bahia;4101;6;202306
248447;Baterias AAA (pacote com 4);2;15,39;12/10/2022 09:26;Fortaleza;94016;10;202210
248448;Cabo de carregamento Lightning;1;76,99;26/04/2023 21:02;Campinas;30301;4;202304
248449;Cabo de carregamento Lightning;1;76,99;17/04/2023 02:22;Manaus;10001;4;202304
248450;Fones de ouvido Apple Airpods;1;772,5;26/12/2022 15:15;Fortaleza;94016;12;202212
248451;Baterias AAA (pacote com 4);2;15,39;03/01/2023 06:18;Fortaleza;94016;1;202301
248452;Laptop Macbook Pro;1;8755;23/06/2023 10:55;Salvador;2215;6;202306
248453;Baterias AAA (pacote com 4);1;15,39;10/07/2023 15:26;Salvador;2215;7;202307
248454;Monitor para jogos 4K de 27 polegadas;1;2008,44;12/06/2023 15:49;Belo Horizonte;98101;6;202306
248455;Cabo de carregamento USB-C;1;61,54;03/08/2023 19:43;Manaus;10001;8;202308
248456;Cabo de carregamento USB-C;1;61,54;26/02/2023 21:35;Manaus;10001;2;202302
248457;Cabo de carregamento USB-C;1;61,54;17/09/2023 10:26;Salvador;2215;9;202309
248458;Monitor para jogos 4K de 27 polegadas;1;2008,44;24/06/2023 20:34;Campinas;30301;6;202306
248459;Cabo de carregamento USB-C;2;61,54;09/03/2023 15:42;Manaus;10001;3;202303
248460;Cabo de carregamento USB-C;1;61,54;06/11/2022 22:34;Florianópolis;75001;11;202211
248461;Baterias AAA (pacote com 4);1;15,39;03/02/2023 06:47;Fortaleza;94016;2;202302
248462;Cabo de carregamento Lightning;2;76,99;20/03/2023 14:54;São Paulo;90001;3;202303
248463;Cabo de carregamento USB-C;1;61,54;31/08/2023 15:52;Manaus;10001;8;202308
248464;Cabo de carregamento USB-C;1;61,54;08/09/2023 04:32;Salvador;2215;9;202309
248465;Fones de ouvido Apple Airpods;1;772,5;01/05/2023 14:10;Florianópolis;75001;5;202305
248466;Fones de ouvido com fio;1;61,74;11/06/2023 11:14;Belo Horizonte;98101;6;202306
248467;Cabo de carregamento USB-C;1;61,54;17/11/2022 02:06;Florianópolis;75001;11;202211
248468;Pilhas AA (pacote com 4);1;19,77;06/02/2023 14:19;São Paulo;90001;2;202302
248469;Fones de ouvido Bose SoundSport;1;514,94;06/07/2023 03:02;Fortaleza;94016;7;202307
248470;Cabo de carregamento USB-C;1;61,54;08/12/2022 11:05;Rio de Janeiro;73301;12;202212
248471;iPhone;1;9890;12/07/2023 10:51;Rio de Janeiro;73301;7;202307
248472;Monitor de 20 polegadas;1;566,44;26/03/2023 19:28;Salvador;2215;3;202303
248473;Cabo de carregamento USB-C;1;61,54;21/09/2023 12:58;Fortaleza;94016;9;202309
248474;Monitor FHD de 27 polegadas;1;772,44;17/01/2023 07:25;São Paulo;90001;1;202301
248475;Pilhas AA (pacote com 4);1;19,77;30/06/2023 13:04;São Paulo;90001;6;202306
248476;Pilhas AA (pacote com 4);1;19,77;25/12/2022 05:56;Fortaleza;94016;12;202212
248477;Cabo de carregamento USB-C;1;61,54;02/04/2023 13:39;Florianópolis;75001;4;202304
248478;Monitor ultralargo de 34 pol.;1;1956,94;07/05/2023 11:31;Campinas;30301;5;202305
248479;Fones de ouvido com fio;1;61,74;29/07/2023 23:09;São Paulo;90001;7;202307
248480;Fones de ouvido Bose SoundSport;1;514,94;25/06/2023 10:09;Fortaleza;94016;6;202306
248481;Pilhas AA (pacote com 4);1;19,77;24/11/2022 05:12;Fortaleza;94016;11;202211
248482;Pilhas AA (pacote com 4);1;19,77;12/08/2023 20:31;Florianópolis;75001;8;202308
248483;Monitor para jogos 4K de 27 polegadas;1;2008,44;13/03/2023 09:56;São Paulo;90001;3;202303
248484;Laptop ThinkPad;1;5149,94;27/02/2023 10:13;Belo Horizonte;98101;2;202302
248485;Baterias AAA (pacote com 4);1;15,39;27/05/2023 16:11;Manaus;10001;5;202305
248486;Fones de ouvido com fio;1;61,74;18/02/2023 21:26;Campinas;30301;2;202302
248487;Pilhas AA (pacote com 4);2;19,77;19/10/2022 20:58;Rio de Janeiro;73301;10;202210
248488;Cabo de carregamento Lightning;1;76,99;23/12/2022 15:18;Manaus;10001;12;202212
248489;Cabo de carregamento Lightning;1;76,99;27/11/2022 07:02;Fortaleza;94016;11;202211
248490;Cabo de carregamento USB-C;1;61,54;08/08/2023 07:27;São Paulo;90001;8;202308
248491;Monitor ultralargo de 34 pol.;1;1956,94;20/03/2023 06:08;Fortaleza;94016;3;202303
248492;Fones de ouvido Apple Airpods;1;772,5;25/05/2023 23:08;Fortaleza;94016;5;202305
248493;Monitor de 20 polegadas;1;566,44;04/10/2023 00:08;Campinas;30301;10;202310
248494;Fones de ouvido Bose SoundSport;1;514,94;26/05/2023 16:45;Fortaleza;94016;5;202305
248495;Cabo de carregamento Lightning;1;76,99;30/05/2023 18:17;Fortaleza;94016;5;202305
248496;Pilhas AA (pacote com 4);1;19,77;28/11/2022 15:08;Fortaleza;94016;11;202211
248497;Baterias AAA (pacote com 4);1;15,39;17/04/2023 11:32;Salvador;2215;4;202304
248498;Pilhas AA (pacote com 4);1;19,77;22/01/2023 11:46;Salvador;2215;1;202301
248499;Cabo de carregamento Lightning;2;76,99;29/04/2023 17:44;Belo Horizonte;98101;4;202304
248500;Fones de ouvido Bose SoundSport;1;514,94;06/03/2023 09:49;Fortaleza;94016;3;202303
248501;Laptop ThinkPad;1;5149,94;24/03/2023 07:48;São Paulo;90001;3;202303
248502;Baterias AAA (pacote com 4);1;15,39;20/07/2023 17:18;Salvador;2215;7;202307
248503;Cabo de carregamento Lightning;1;76,99;28/06/2023 07:24;Manaus;10001;6;202306
248504;Fones de ouvido com fio;1;61,74;10/01/2023 07:29;São Paulo;90001;1;202301
248505;Fones de ouvido Apple Airpods;1;772,5;18/03/2023 06:43;Manaus;10001;3;202303
248506;TV de tela plana;1;1545;25/12/2022 12:54;Fortaleza;94016;12;202212
248507;Fones de ouvido Apple Airpods;1;772,5;23/04/2023 18:20;Rio de Janeiro;73301;4;202304
248508;Fones de ouvido Bose SoundSport;1;514,94;27/04/2023 15:16;Fortaleza;94016;4;202304
248509;Cabo de carregamento USB-C;1;61,54;04/03/2023 16:33;Belo Horizonte;98101;3;202303
248510;Pilhas AA (pacote com 4);1;19,77;15/09/2023 22:52;Manaus;10001;9;202309
248511;Cabo de carregamento Lightning;1;76,99;17/05/2023 09:00;Belo Horizonte;98101;5;202305
248512;Laptop Macbook Pro;1;8755;08/05/2023 02:19;Manaus;10001;5;202305
248513;Baterias AAA (pacote com 4);3;15,39;07/08/2023 15:43;São Paulo;90001;8;202308
248514;Fones de ouvido com fio;1;61,74;09/03/2023 10:28;Fortaleza;94016;3;202303
248515;Telefone Motorola X;1;2060;30/05/2023 12:18;São Paulo;90001;5;202305
248516;Baterias AAA (pacote com 4);1;15,39;03/02/2023 13:11;São Paulo;90001;2;202302
248517;Cabo de carregamento USB-C;1;61,54;20/08/2023 11:07;Fortaleza;94016;8;202308
248518;Baterias AAA (pacote com 4);1;15,39;07/08/2023 13:41;Fortaleza;94016;8;202308
248519;Cabo de carregamento Lightning;1;76,99;27/12/2022 18:19;Campinas;30301;12;202212
248520;Monitor FHD de 27 polegadas;1;772,44;28/07/2023 11:58;Salvador;2215;7;202307
248521;Monitor para jogos 4K de 27 polegadas;1;2008,44;28/07/2023 08:48;São Paulo;90001;7;202307
248522;Fones de ouvido Apple Airpods;1;772,5;09/02/2023 11:40;Florianópolis;75001;2;202302
248523;Fones de ouvido Apple Airpods;1;772,5;13/06/2023 11:11;Fortaleza;94016;6;202306
248524;Pilhas AA (pacote com 4);1;19,77;15/12/2022 11:40;São Paulo;90001;12;202212
248525;Monitor FHD de 27 polegadas;1;772,44;09/09/2023 06:53;Fortaleza;94016;9;202309
248526;Fones de ouvido Apple Airpods;1;772,5;17/04/2023 00:51;Bahia;97035;4;202304
248527;Monitor FHD de 27 polegadas;1;772,44;09/01/2023 21:56;São Paulo;90001;1;202301
248528;Fones de ouvido com fio;1;61,74;13/11/2022 22:04;Manaus;10001;11;202211
248529;Cabo de carregamento USB-C;1;61,54;16/01/2023 17:55;São Paulo;90001;1;202301
248530;Fones de ouvido com fio;1;61,74;13/03/2023 10:48;Rio de Janeiro;73301;3;202303
248531;Xiaomi Redmi 10;1;3090;27/07/2023 15:33;Florianópolis;75001;7;202307
248531;Fones de ouvido Bose SoundSport;1;514,94;27/05/2023 15:43;Florianópolis;75001;5;202305
248532;Monitor FHD de 27 polegadas;1;772,44;17/03/2023 02:53;Rio de Janeiro;73301;3;202303
248533;Fones de ouvido Bose SoundSport;1;514,94;11/12/2022 16:11;São Paulo;90001;12;202212
248534;Baterias AAA (pacote com 4);1;15,39;17/08/2023 08:10;Campinas;30301;8;202308
248535;Monitor ultralargo de 34 pol.;1;1956,94;22/09/2023 12:30;Fortaleza;94016;9;202309
248536;Pilhas AA (pacote com 4);2;19,77;25/04/2023 02:19;Florianópolis;75001;4;202304
248537;Pilhas AA (pacote com 4);2;19,77;18/03/2023 17:08;Rio de Janeiro;73301;3;202303
248538;Cabo de carregamento USB-C;1;61,54;31/03/2023 12:26;São Paulo;90001;3;202303
248539;Monitor para jogos 4K de 27 polegadas;1;2008,44;10/01/2023 07:42;Bahia;4101;1;202301
248540;Baterias AAA (pacote com 4);1;15,39;20/12/2022 12:22;Fortaleza;94016;12;202212
248541;Monitor para jogos 4K de 27 polegadas;1;2008,44;11/02/2023 18:41;Manaus;10001;2;202302
248542;Pilhas AA (pacote com 4);2;19,77;10/04/2023 19:59;Salvador;2215;4;202304
248543;Baterias AAA (pacote com 4);1;15,39;19/09/2023 14:10;Florianópolis;75001;9;202309
248544;Laptop Macbook Pro;1;8755;20/03/2023 23:49;São Paulo;90001;3;202303
248545;iPhone;1;9890;30/11/2022 19:39;Fortaleza;94016;11;202211
248546;Cabo de carregamento USB-C;1;61,54;30/08/2023 11:46;Fortaleza;94016;8;202308
248547;Fones de ouvido Apple Airpods;1;772,5;10/11/2022 15:45;São Paulo;90001;11;202211
248548;Baterias AAA (pacote com 4);1;15,39;21/04/2023 00:59;Bahia;4101;4;202304
248549;Laptop ThinkPad;1;5149,94;11/10/2023 04:52;Manaus;10001;10;202310
248550;Monitor FHD de 27 polegadas;1;772,44;21/05/2023 21:33;Fortaleza;94016;5;202305
248551;Baterias AAA (pacote com 4);1;15,39;30/06/2023 13:30;Manaus;10001;6;202306
248552;Pilhas AA (pacote com 4);1;19,77;25/12/2022 23:33;Bahia;97035;12;202212
248553;Cabo de carregamento USB-C;1;61,54;29/07/2023 06:34;Campinas;30301;7;202307
248554;Cabo de carregamento Lightning;1;76,99;16/07/2023 04:40;Campinas;30301;7;202307
248555;Fones de ouvido Bose SoundSport;1;514,94;02/08/2023 17:07;Bahia;97035;8;202308
248556;Fones de ouvido Apple Airpods;1;772,5;26/12/2022 02:11;Salvador;2215;12;202212
248557;Fones de ouvido Bose SoundSport;1;514,94;25/12/2022 05:34;São Paulo;90001;12;202212
248558;Monitor ultralargo de 34 pol.;1;1956,94;10/03/2023 18:26;Fortaleza;94016;3;202303
248559;Fones de ouvido Bose SoundSport;1;514,94;22/03/2023 05:47;Belo Horizonte;98101;3;202303
248560;Xiaomi Redmi 10;1;3090;02/09/2023 05:44;São Paulo;90001;9;202309
248561;Pilhas AA (pacote com 4);2;19,77;17/06/2023 15:53;Manaus;10001;6;202306
248562;Fones de ouvido Bose SoundSport;1;514,94;05/12/2022 12:28;Campinas;30301;12;202212
248563;TV de tela plana;1;1545;10/07/2023 00:52;Fortaleza;94016;7;202307
248564;Pilhas AA (pacote com 4);1;19,77;30/09/2023 18:39;Belo Horizonte;98101;9;202309
248565;Baterias AAA (pacote com 4);2;15,39;28/12/2022 02:52;Fortaleza;94016;12;202212
248566;Fones de ouvido com fio;1;61,74;07/10/2023 15:40;Manaus;10001;10;202310
248567;Cabo de carregamento Lightning;1;76,99;08/11/2022 20:08;Fortaleza;94016;11;202211
248568;Fones de ouvido com fio;1;61,74;16/07/2023 17:01;Campinas;30301;7;202307
248569;Cabo de carregamento Lightning;1;76,99;29/04/2023 03:56;Manaus;10001;4;202304
248570;Baterias AAA (pacote com 4);1;15,39;18/11/2022 00:17;Manaus;10001;11;202211
248571;Baterias AAA (pacote com 4);2;15,39;18/11/2022 11:58;Rio de Janeiro;73301;11;202211
248572;Fones de ouvido Bose SoundSport;1;514,94;22/06/2023 15:19;Fortaleza;94016;6;202306
248573;Cabo de carregamento USB-C;1;61,54;12/04/2023 17:48;Fortaleza;94016;4;202304
248574;Baterias AAA (pacote com 4);1;15,39;06/10/2023 02:55;Manaus;10001;10;202310
248575;Cabo de carregamento Lightning;1;76,99;25/12/2022 04:29;Bahia;97035;12;202212
248576;Cabo de carregamento USB-C;2;61,54;06/09/2023 15:04;São Paulo;90001;9;202309
248577;Monitor para jogos 4K de 27 polegadas;1;2008,44;23/02/2023 18:37;Fortaleza;94016;2;202302
248578;Fones de ouvido com fio;1;61,74;22/01/2023 16:14;Fortaleza;94016;1;202301
248579;Cabo de carregamento Lightning;1;76,99;15/11/2022 20:45;Belo Horizonte;98101;11;202211
248580;Fones de ouvido Apple Airpods;1;772,5;14/10/2022 11:12;São Paulo;90001;10;202210
248581;Baterias AAA (pacote com 4);1;15,39;18/02/2023 18:40;Manaus;10001;2;202302
248582;Fones de ouvido Apple Airpods;1;772,5;06/12/2022 14:08;Belo Horizonte;98101;12;202212
248583;Laptop Macbook Pro;1;8755;10/07/2023 16:58;Salvador;2215;7;202307
248584;Fones de ouvido com fio;1;61,74;05/10/2023 11:40;São Paulo;90001;10;202310
248585;Fones de ouvido Apple Airpods;1;772,5;19/11/2022 20:56;Florianópolis;75001;11;202211
248586;Fones de ouvido com fio;1;61,74;01/07/2023 14:20;São Paulo;90001;7;202307
248587;Baterias AAA (pacote com 4);1;15,39;19/03/2023 12:07;Belo Horizonte;98101;3;202303
248588;Cabo de carregamento USB-C;1;61,54;25/10/2022 23:16;Fortaleza;94016;10;202210
248589;Monitor ultralargo de 34 pol.;1;1956,94;09/06/2023 13:13;Belo Horizonte;98101;6;202306
248590;Cabo de carregamento Lightning;1;76,99;06/06/2023 17:14;São Paulo;90001;6;202306
248591;Fones de ouvido Bose SoundSport;1;514,94;27/11/2022 07:44;Rio de Janeiro;73301;11;202211
248592;Monitor para jogos 4K de 27 polegadas;1;2008,44;14/05/2023 13:52;Salvador;2215;5;202305
248592;Pilhas AA (pacote com 4);1;19,77;03/10/2023 00:50;Salvador;2215;10;202310
248593;Monitor FHD de 27 polegadas;1;772,44;27/04/2023 01:26;Salvador;2215;4;202304
248594;Fones de ouvido Bose SoundSport;1;514,94;20/03/2023 08:01;Manaus;10001;3;202303
248595;Telefone Motorola X;1;2060;16/06/2023 02:28;Belo Horizonte;98101;6;202306
248596;Fones de ouvido Bose SoundSport;1;514,94;15/12/2022 19:57;Fortaleza;94016;12;202212
248597;Baterias AAA (pacote com 4);3;15,39;15/12/2022 13:06;Salvador;2215;12;202212
248598;Fones de ouvido Bose SoundSport;1;514,94;02/06/2023 09:29;Bahia;97035;6;202306
248599;Fones de ouvido Apple Airpods;1;772,5;30/03/2023 15:46;Manaus;10001;3;202303
248600;Fones de ouvido Bose SoundSport;1;514,94;23/03/2023 06:42;Rio de Janeiro;73301;3;202303
248601;Monitor de 20 polegadas;1;566,44;06/12/2022 03:21;Salvador;2215;12;202212
248602;Monitor ultralargo de 34 pol.;1;1956,94;24/06/2023 15:20;Fortaleza;94016;6;202306
248603;Cabo de carregamento USB-C;1;61,54;06/10/2023 11:51;São Paulo;90001;10;202310
248604;Laptop ThinkPad;1;5149,94;06/02/2023 12:12;Belo Horizonte;98101;2;202302
248605;Fones de ouvido Apple Airpods;1;772,5;19/06/2023 09:35;Manaus;10001;6;202306
248606;Fones de ouvido Bose SoundSport;1;514,94;22/12/2022 13:40;Rio de Janeiro;73301;12;202212
248607;Pilhas AA (pacote com 4);1;19,77;28/04/2023 10:27;Manaus;10001;4;202304
248608;Cabo de carregamento Lightning;1;76,99;05/03/2023 03:31;Salvador;2215;3;202303
248609;TV de tela plana;1;1545;14/01/2023 15:46;Fortaleza;94016;1;202301
248610;Fones de ouvido com fio;1;61,74;06/10/2023 03:22;Campinas;30301;10;202310
248611;Xiaomi Redmi 10;1;3090;12/02/2023 13:44;Manaus;10001;2;202302
248612;Laptop Macbook Pro;1;8755;14/01/2023 19:40;Bahia;97035;1;202301
248613;Cabo de carregamento Lightning;1;76,99;06/08/2023 08:07;Bahia;97035;8;202308
248614;iPhone;1;9890;29/09/2023 03:53;São Paulo;90001;9;202309
248615;Fones de ouvido Bose SoundSport;1;514,94;03/06/2023 23:18;São Paulo;90001;6;202306
248616;iPhone;1;9890;14/03/2023 05:53;Fortaleza;94016;3;202303
248616;Fones de ouvido Apple Airpods;1;772,5;19/08/2023 12:07;Fortaleza;94016;8;202308
248617;Laptop ThinkPad;1;5149,94;02/05/2023 23:11;Manaus;10001;5;202305
248618;Fones de ouvido com fio;1;61,74;13/09/2023 03:37;Fortaleza;94016;9;202309
248619;Fones de ouvido com fio;1;61,74;01/11/2022 16:06;São Paulo;90001;11;202211
248620;Fones de ouvido Apple Airpods;1;772,5;26/11/2022 21:08;Bahia;4101;11;202211
248621;Baterias AAA (pacote com 4);1;15,39;25/12/2022 09:41;Manaus;10001;12;202212
248622;Monitor FHD de 27 polegadas;1;772,44;10/03/2023 05:10;Belo Horizonte;98101;3;202303
248623;Fones de ouvido com fio;1;61,74;29/06/2023 00:54;São Paulo;90001;6;202306
248624;Laptop ThinkPad;1;5149,94;19/08/2023 11:25;Manaus;10001;8;202308
248625;Laptop Macbook Pro;1;8755;18/01/2023 12:00;São Paulo;90001;1;202301
248626;Baterias AAA (pacote com 4);1;15,39;16/12/2022 05:19;Florianópolis;75001;12;202212
248627;Pilhas AA (pacote com 4);1;19,77;14/11/2022 18:47;Campinas;30301;11;202211
248628;Cabo de carregamento USB-C;1;61,54;18/03/2023 22:07;São Paulo;90001;3;202303
248629;Fones de ouvido Apple Airpods;1;772,5;06/05/2023 12:59;Salvador;2215;5;202305
248630;Cabo de carregamento Lightning;1;76,99;21/05/2023 16:20;Campinas;30301;5;202305
248631;Laptop ThinkPad;1;5149,94;16/12/2022 10:14;Fortaleza;94016;12;202212
248632;Fones de ouvido com fio;1;61,74;28/10/2022 07:00;Bahia;97035;10;202210
248633;Cabo de carregamento Lightning;1;76,99;28/10/2022 07:33;Fortaleza;94016;10;202210
248634;Laptop Macbook Pro;1;8755;11/11/2022 20:03;Fortaleza;94016;11;202211
248635;Fones de ouvido Bose SoundSport;1;514,94;30/03/2023 03:06;Rio de Janeiro;73301;3;202303
248636;Xiaomi Redmi 10;1;3090;09/11/2022 07:34;São Paulo;90001;11;202211
248637;Fones de ouvido com fio;1;61,74;12/11/2022 07:41;São Paulo;90001;11;202211
248638;Fones de ouvido com fio;1;61,74;02/05/2023 13:27;Manaus;10001;5;202305
248639;Fones de ouvido Apple Airpods;1;772,5;31/05/2023 17:54;Manaus;10001;5;202305
248640;Pilhas AA (pacote com 4);1;19,77;05/11/2022 01:04;Florianópolis;75001;11;202211
248641;Fones de ouvido com fio;1;61,74;18/11/2022 06:01;Fortaleza;94016;11;202211
248642;Fones de ouvido com fio;1;61,74;27/12/2022 20:19;Florianópolis;75001;12;202212
248643;Cabo de carregamento Lightning;1;76,99;20/12/2022 10:56;Rio de Janeiro;73301;12;202212
248644;Fones de ouvido com fio;1;61,74;12/02/2023 15:13;Fortaleza;94016;2;202302
248645;Laptop ThinkPad;1;5149,94;31/07/2023 13:28;Manaus;10001;7;202307
248646;Fones de ouvido Bose SoundSport;1;514,94;14/10/2022 17:47;Florianópolis;75001;10;202210
248647;Baterias AAA (pacote com 4);2;15,39;08/05/2023 15:28;Fortaleza;94016;5;202305
248648;iPhone;1;9890;29/05/2023 00:25;Fortaleza;94016;5;202305
248649;Pilhas AA (pacote com 4);1;19,77;05/04/2023 02:47;Fortaleza;94016;4;202304
248650;Fones de ouvido com fio;2;61,74;03/01/2023 13:56;São Paulo;90001;1;202301
248651;Cabo de carregamento USB-C;1;61,54;17/03/2023 07:14;São Paulo;90001;3;202303
248652;TV de tela plana;1;1545;23/06/2023 20:11;Belo Horizonte;98101;6;202306
248653;Cabo de carregamento USB-C;2;61,54;14/09/2023 21:45;Fortaleza;94016;9;202309
248654;Cabo de carregamento USB-C;1;61,54;31/08/2023 12:34;São Paulo;90001;8;202308
248655;Pilhas AA (pacote com 4);2;19,77;24/07/2023 00:20;São Paulo;90001;7;202307
248656;Pilhas AA (pacote com 4);1;19,77;23/08/2023 08:19;Bahia;4101;8;202308
248657;Pilhas AA (pacote com 4);1;19,77;06/05/2023 17:07;Fortaleza;94016;5;202305
248658;Cabo de carregamento Lightning;1;76,99;20/12/2022 01:50;Belo Horizonte;98101;12;202212
248659;Cabo de carregamento Lightning;1;76,99;28/04/2023 08:25;Manaus;10001;4;202304
248660;Laptop ThinkPad;1;5149,94;27/01/2023 22:56;Manaus;10001;1;202301
248661;Cabo de carregamento Lightning;1;76,99;04/11/2022 13:43;Bahia;97035;11;202211
248662;Baterias AAA (pacote com 4);1;15,39;17/04/2023 18:31;Fortaleza;94016;4;202304
248663;Monitor FHD de 27 polegadas;1;772,44;18/08/2023 16:05;Fortaleza;94016;8;202308
248664;Fones de ouvido Apple Airpods;1;772,5;29/10/2022 12:45;Manaus;10001;10;202210
248665;Monitor para jogos 4K de 27 polegadas;1;2008,44;12/12/2022 13:59;São Paulo;90001;12;202212
248666;Fones de ouvido com fio;1;61,74;28/09/2023 05:13;Florianópolis;75001;9;202309
248667;Fones de ouvido com fio;1;61,74;28/08/2023 10:34;Bahia;4101;8;202308
248668;Cabo de carregamento USB-C;1;61,54;06/02/2023 09:04;Belo Horizonte;98101;2;202302
248669;TV de tela plana;1;1545;05/07/2023 20:25;Belo Horizonte;98101;7;202307
